ОфНазвание,Синоним,Внешний идентификатор,Широта,Долгота,id региона,Регион - в другой таблице
Лесосибирск,Лесосибирске,2ddd48d6-e95b-4972-a34e-8586ed507763,58.2218201,92.5036986,33,Красноярский край
Минусинск,Минусинске,5cfaf0c0-8f59-4321-9a5b-4b1c51b3779f,53.7105509,91.6871866,33,Красноярский край
Назарово,Назаровом,ab0a1754-5ba1-48bb-8960-475c7fbc9feb,56.0113176,90.4167947,33,Красноярский край
Норильск,Норильске,d301a980-4a45-4066-9a20-4e783856a562,69.3490828,88.2009965,33,Красноярский край
Сосновоборск,Сосновоборске,a139c8ba-831e-4ee5-87a9-1eead6984288,56.1202088,93.3353411,33,Красноярский край
Ужур,Ужуре,2730ee56-f5f7-472d-9e58-04c0b692bb8d,55.3141977,89.8333827,33,Красноярский край
Уяр,Уяр,aab80404-c16d-43b2-92d4-eb06639f37c2,55.8131698,94.3282148,33,Красноярский край
Шарыпово,Шарыповом,e21e9175-86f9-4e24-b129-abdee0f956dc,55.5389684,89.1801557,33,Красноярский край
Сосновый Бор,Сосновый Бор,f4a4b31f-9f0a-4fdb-804c-d67661085eb4,59.8772921,29.1290866,33,Красноярский край
Заозерск,Заозерске,81a88076-04de-46c9-940a-3cb300e70e5b,69.4003895,32.4502225,33,Красноярский край
Красный Сулин,Красный Сулине,687f3695-dcc4-4591-b8b9-a316f46a459a,47.8830826,40.0781385,33,Красноярский край
Красный Кут,Красный Кут,94ff279a-6567-4ac1-8001-42d8fd89605e,50.9596867,46.9712472,33,Красноярский край
Артемовский,Артемовский,fdc6b0ad-4096-43e7-a2e9-16404d2e1f68,57.3384162,61.8946599,33,Красноярский край
Красный Холм,Красный Холме,b62cf2b9-b222-434b-89ea-19e58c73b406,58.0570193,37.1125975,33,Красноярский край
Щелково,Щелковом,c38a33c1-8f16-4454-bbf4-656d6b8b1739,55.9234303,37.9784419,34,МО
Далматово,Далматовом,7a5390a0-3cde-4616-92f4-8f59b9a4ad5c,56.2621393,62.9387378,35,Курганская область
Катайск,Катайск,a0d524d7-5863-4a73-be5b-c165ad2f5e74,56.2908118,62.5800669,35,Курганская область
Курган,Кургане,3bbda77d-ba3f-4457-9d44-c440815cda89,55.4443448,65.3161339,35,Курганская область
Куртамыш,Куртамыше,167681ea-0c54-48e2-8c4b-c03f71c9c248,54.9368491,64.4203009,35,Курганская область
Макушино,Макушином,fe024a51-2da6-4ce6-b727-493a829741ad,55.2154025,67.2452558,35,Курганская область
Петухово,Петуховом,a476869f-895d-4764-8c88-c406a092f124,55.0649932,67.8874369,35,Курганская область
Шадринск,Шадринске,7870abeb-8b0f-4899-920b-3ab8ff6024c0,56.0870152,63.6298234,35,Курганская область
Шумиха,Шумиха,79685d02-4ac3-42a0-905d-f123918ca296,55.2281833,63.2902391,35,Курганская область
Щучье,Щучье,a7b4ee16-32cf-4f35-b1c7-f7ab4e458823,55.20883,62.7478475,35,Курганская область
Малая Вишера,Малая Вишере,58fbfb62-6e1e-402d-8c8d-c8ec722f4a5a,58.8458076,32.2247984,35,Курганская область
Железногорск,Железногорске,e532b3c3-d300-4585-ada6-40e7900c2abf,56.2529346,93.532167,36,Курская область
Феодосия,Феодосии,ddc99126-8c9c-49e0-be2b-e05d2dcdf22e,45.031878,35.3824772,36,Курская область
Дмитриев,Дмитриеве,d3ce7d17-c746-4ea3-a564-34903b79a3fd,52.1269291,35.0739504,36,Курская область
Железногорск,Железногорске,b73b7c50-112e-4b04-82df-1e0cea13de4b,52.3378753,35.3516834,36,Курская область
Курск,Курске,d790c72e-479b-4da2-90d7-842b1712a71c,51.7303391,36.1926448,36,Курская область
Курчатов,Курчатове,a6d4bd96-8c96-4c15-86df-73087f55534d,51.6605475,35.6571711,36,Курская область
Льгов,Льгове,6fe805e1-1dde-42cd-821e-173ffe50885d,51.6596935,35.2611592,36,Курская область
Обоянь,Обояни,60d797fd-62b0-4705-9f5b-aa0a67c5c749,51.212012,36.275425,36,Курская область
Рыльск,Рыльске,fa2b3c62-6e92-4155-a981-d19ea4999342,51.568165,34.6802178,36,Курская область
Суджа,Судже,abd43820-a1d4-4e16-adb4-8532959b6e98,51.1919711,35.2719619,36,Курская область
Фатеж,Фатеже,f5c96821-4438-461c-b5da-2c812cd0bc0a,52.0918591,35.8538912,36,Курская область
Щигры,Щигры,9382c84c-3d08-4136-a674-9402da0b9e40,51.8787808,36.8910674,36,Курская область
Приморск,Приморске,5f19f5f2-55b1-4796-9610-8a73eeefcaf1,54.7311185,19.9983108,37,Ленинградская область
Бокситогорск,Бокситогорске,1a12dc30-ca4c-480f-89dd-31452648b493,59.4735032,33.8456521,37,Ленинградская область
Волосово,Волосовом,eb8a9d09-6728-43fe-b3d1-21a2c804b40c,59.4445107,29.492277,37,Ленинградская область
Волхов,Волхове,d77089df-c8ed-464d-a26b-69ce42383a0f,59.9006057,32.35212,37,Ленинградская область
Всеволожск,Всеволожске,c70a5280-c482-4f6e-801a-cdd6851eab50,60.0190094,30.6455834,37,Ленинградская область
Выборг,Выборге,a4a3e3af-ce5a-4eba-9aae-36c350fa7fec,60.7130748,28.7328813,37,Ленинградская область
Высоцк,Высоцке,f0a4b813-7189-4bd4-8a3a-aaa7fbed4711,60.6296511,28.5709914,37,Ленинградская область
Гатчина,Гатчине,d193a2f8-4ea1-406a-ba9a-698ae19caeb7,59.5650861,30.1281859,37,Ленинградская область
Ивангород,Ивангороде,752d9929-945c-4464-ae38-20a626108da9,59.3765845,28.2230504,37,Ленинградская область
Каменногорск,Каменногорске,58399f33-3e18-4921-950a-ac0fa5f9e97c,60.9508768,29.1308061,37,Ленинградская область
Кингисепп,Кингисеппе,ef14bc6b-dd76-4264-bb40-c0fd8a60985b,59.3739407,28.6112981,37,Ленинградская область
Кириши,Кириши,52da70f1-08b0-4b4c-9d22-d67a62bc2aa5,59.4742626,32.0625536,37,Ленинградская область
Коммунар,Коммунаре,459dca99-04ff-44fb-af9f-7e2100ec28ac,59.6215929,30.393466,37,Ленинградская область
Луга,Луге,d9135f5d-627e-441d-b208-9087ee0367dd,58.7373818,29.8466657,37,Ленинградская область
Любань,Любани,cda96dc0-75b2-411b-b995-16cc63fcfa05,59.3492573,31.2485276,37,Ленинградская область
Никольское,Никольское,43cb88de-fa89-4027-b3ef-84deb2d32ce5,59.7042633,30.7874879,37,Ленинградская область
Новая Ладога,Новая Ладоге,2145f2cb-3ec2-4c1d-bd52-f84b2858c6a9,60.1100013,32.3141446,37,Ленинградская область
Отрадное,Отрадном,c4602384-ff62-4e0f-bf4b-06a5c653702b,59.772596,30.7988403,37,Ленинградская область
Подпорожье,Подпорожье,6d13b512-6d25-413a-ab29-3d9ade960f3a,60.9127463,34.1567832,37,Ленинградская область
Приморск,Приморске,878aa7cc-76f0-42c8-90f5-3489f43c169c,60.3660787,28.6135962,37,Ленинградская область
Приозерск,Приозерске,59a9c284-72fb-49e6-8380-10ca044d0bd7,61.03313,30.15876,37,Ленинградская область
Светогорск,Светогорске,d4789972-b71d-4e70-9af8-f4acfcf80c71,61.1112679,28.8726666,37,Ленинградская область
Сертолово,Сертоловом,79b806cd-e36c-48fc-b82c-8cbb5cfd9450,60.14458,30.2094595,37,Ленинградская область
Сланцы,Сланцы,a7a1a8e5-45b2-4542-b718-0976702ccd90,59.1178693,28.088106,37,Ленинградская область
Сясьстрой,Сясьстрое,f59186fa-b4db-4b2d-88b9-e3fde4a90690,60.1402454,32.5602015,37,Ленинградская область
Тихвин,Тихвине,86ec26f6-d980-4c40-b4ce-77e1638ec8ad,59.6273809,33.5072307,37,Ленинградская область
Тосно,Тосне,165119d1-6555-4473-8b90-46ec517b4076,59.5406697,30.8777872,37,Ленинградская область
Шлиссельбург,Шлиссельбурге,5a543514-a133-431c-919e-8a61c2261783,59.9443923,31.0334136,37,Ленинградская область
Новая Ляля,Новая Ляле,afff2611-ca9b-4e0e-9690-f5d13b7a7535,59.053961,60.5945405,37,Ленинградская область
Грязи,Грязи,f073b28a-b8f8-4eee-adfd-cfbf769c6771,52.4873931,39.9331785,38,Липецкая область
Данков,Данкове,ad0cefe8-456d-4cac-bee3-c3e910187f4a,53.25769,39.1457625,38,Липецкая область
Елец,Ельце,8261b161-ceac-4fa2-9fe8-593cb2a28210,52.6151738,38.5289121,38,Липецкая область
Задонск,Задонске,4c035f08-697c-4ad0-9c8e-7b7a8a385974,52.4004611,38.9205772,38,Липецкая область
Лебедянь,Лебедяни,d8a96228-5392-4c32-98cb-6a7ac20db942,53.0156678,39.143498,38,Липецкая область
Липецк,Липецке,eacb5f15-1a2e-432e-904a-ca56bd635f1b,52.6103027,39.5946266,38,Липецкая область
Усмань,Усмани,1b3ce1ae-6edd-464b-ab82-79237510cd5c,52.0444165,39.7264516,38,Липецкая область
Чаплыгин,Чаплыгине,4aed94c2-977d-41cc-bc72-312026ec4117,53.2404794,39.9671563,38,Липецкая область
Усолье,Усолье,9acef094-749b-406f-89a2-98c02ebf50c5,59.4279356,56.6837783,38,Липецкая область
Магадан,Магадане,cb8ae35a-93df-4133-b377-50f3698c8b5e,59.5681763,150.8085289,39,Магаданская область
Сусуман,Сусумане,b617d714-cbce-4abe-bf0d-668be5e3d670,62.7804628,148.154033,39,Магаданская область
Ишимбай,Ишимбае,b3d2e10f-752d-4b90-b54b-9d6545f38ae0,53.4546314,56.043874,40,Марий Эл
Иркутск,Иркутске,8eeed222-72e7-47c3-ab3a-9a553c31cf72,52.2863513,104.280655,40,Марий Эл
Волжск,Волжске,f183b079-b65f-4781-9b79-310ba29b724d,55.8622987,48.371553,40,Марий Эл
Звенигово,Звениговом,a9999751-53ff-4b43-b15f-6ad8034705ba,55.9739374,48.0170276,40,Марий Эл
Йошкар-Ола,Йошкар-Ола,0648e41c-a09b-4eac-91cd-8cf61b9ccb7b,56.6343763,47.8998445,40,Марий Эл
Козьмодемьянск,Козьмодемьянске,70f9ed24-8b25-4688-857f-a337710d4825,56.333346,46.5466282,40,Марий Эл
Истра,Истре,f05b2b62-f54c-4b44-aff2-6bc3e55a640c,55.9061087,36.8600854,40,Марий Эл
Искитим,Искитиме,6965fcac-b7e4-4cab-ab35-a591ed65edf5,54.6266869,83.2951444,40,Марий Эл
Исилькуль,Исилькуле,097baa31-3a80-4fea-b34b-c613fbd8730e,54.9096156,71.2816107,40,Марий Эл
Ирбит,Ирбите,4a90bd67-7682-4012-a0c5-09865b9d08a0,57.6838406,63.0576639,40,Марий Эл
Ипатово,Ипатовом,589a16ac-fb2e-46f9-b59a-98c18d34d908,45.7181897,42.8969695,40,Марий Эл
Ишим,Ишиме,248fbf02-0ba3-4208-8478-ba3def019844,56.0952037,69.4643292,40,Марий Эл
Краснослободск,Краснослободске,68e32d89-51bb-4030-b697-ceca53b9e740,48.7068777,44.5631799,41,Мордовия
Ардатов,Ардатове,edab359e-50ac-422a-9117-78ce44b6f758,54.8465693,46.2412736,41,Мордовия
Инсар,Инсаре,e5473064-cb2e-4da5-aa2b-42599c031705,53.8770384,44.3696866,41,Мордовия
Ковылкино,Ковылкином,53445e0f-9d61-4359-9f4f-4983ff7aec34,54.0391464,43.9191229,41,Мордовия
Краснослободск,Краснослободске,870f93e7-2c41-45eb-baeb-b78cbcd79288,54.4248634,43.7845096,41,Мордовия
Рузаевка,Рузаевке,a35889dd-6958-4d3e-8a65-3f628b9179ed,54.0583238,44.949116,41,Мордовия
Саранск,Саранске,1ccfdc3c-be0f-4e42-ab4d-98f90de972d9,54.1807601,45.1862263,41,Мордовия
Темников,Темникове,7a57dd0c-5b64-480e-8369-3e22261e2bf0,54.6309086,43.2161785,41,Мордовия
Москва,Москве,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,55.7538789,37.6203735,42,Москва
Краснознаменск,Краснознаменске,40c2a58b-8f84-4b30-8a22-038efe4f059a,54.9452612,22.4928511,43,МО
Озерск,Озерске,19620317-39e8-4a09-af7e-67b136ef61fe,54.4084804,22.013508,43,МО
Орлов,Орлове,0302ec51-eea9-4343-9248-ce4878ca465e,58.5389402,48.8929268,43,МО
Лодейное Поле,Лодейном Поле,5f52edf9-92aa-4e69-9314-e629c45ec1d5,60.7320564,33.5522225,43,МО
Апрелевка,Апрелевке,17b4ba8a-4300-44e4-bbf7-5f0a8118ddf5,55.5276336,37.0651105,43,МО
Балашиха,Балашиха,27c5bc66-61bf-4a17-b0cd-ca0eb64192d6,55.7963352,37.9381413,43,МО
Бронницы,Бронницы,582fae29-5955-4dba-9f77-ebf9a8e60827,55.4255534,38.2640794,43,МО
Верея,Верее,abda86de-97b7-4098-9d09-e1835c6e8797,55.3674668,36.1563083,43,МО
Видное,Видном,9a72b510-9413-41d8-b076-576fbfd78404,55.5518323,37.7062062,43,МО
Волоколамск,Волоколамске,ca8fb626-709c-4851-a8d6-cbfd592c3bf8,56.0358121,35.9585027,43,МО
Воскресенск,Воскресенске,555e9f1b-627a-4444-b19e-27fb9d67a093,55.3071305,38.7026949,43,МО
Высоковск,Высоковске,a8ad4e79-a4c9-4f2e-ade5-a7fa3ab0da03,56.336141,36.5251316,43,МО
Голицыно,Голицыном,963efb34-c804-43b4-9298-8e145d188ed0,55.6189762,36.9855559,43,МО
Дедовск,Дедовске,05b3833e-37b3-470e-bf21-78adf1eec36f,55.8704718,37.1244724,43,МО
Дзержинский,Дзержинский,6fa8b59c-cda7-4c98-8b41-e0bcb2867e16,55.6241079,37.8440691,43,МО
Дмитров,Дмитрове,0d8a246f-6446-403e-91c6-3aec9cdbfc32,56.3477176,37.5267184,43,МО
Долгопрудный,Долгопрудный,dcf522ad-e032-4db9-9dbb-e30d2cddfadb,55.9384901,37.5100527,43,МО
Дрезна,Дрезне,70643e37-137c-4e66-a06e-22feb7784740,55.7442991,38.8499228,43,МО
Дубна,Дубне,c86ad06c-c721-4a7e-aa06-f622eed83b6f,56.7417949,37.1757163,43,МО
Егорьевск,Егорьевске,17a3426e-add6-4b2e-b4b1-6f36da02b6ab,55.3831326,39.0358236,43,МО
Жуковский,Жуковский,fd91f393-4820-437f-a50c-907e9856c374,55.5998408,38.1224185,43,МО
Зарайск,Зарайск,98e62df9-591a-45af-876e-471060d057aa,54.7625993,38.8851485,43,МО
Звенигород,Звенигороде,4bae8c68-e107-4352-9d4b-f937f90469ac,55.7296168,36.8552843,43,МО
Ивантеевка,Ивантеевке,e12cf909-779a-4352-af51-7a2a07668f60,55.9742303,37.9208755,43,МО
Кашира,Кашире,45b3f9ac-43cd-4bd0-90af-74cf64ea67f7,54.8534263,38.1903818,43,МО
Клин,Клине,2365151a-7a78-4af5-a8fb-a4faff856df5,56.3424886,36.7240912,43,МО
Коломна,Коломне,b367fb03-29f9-4dac-8d85-01595cfb6ad9,55.1027797,38.7531734,43,МО
Котельники,Котельники,67488a01-ccb7-4638-bcad-117db0fbe9a3,55.659898,37.8632865,43,МО
Красногорск,Красногорске,63fcf18a-365e-451f-baee-8d09ac50b773,55.8318475,37.32942,43,МО
Краснозаводск,Краснозаводске,6bec0be0-e5a7-4bf1-907a-9a1dadedc867,56.4408723,38.2320671,43,МО
Краснознаменск,Краснознаменске,6e8a99b2-e6bd-4169-acb3-f7e6cd53be3b,55.5978962,37.0395137,43,МО
Кубинка,Кубинке,50341359-842b-4ba1-b7f2-398a7b72f829,55.5755679,36.6952487,43,МО
Куровское,Куровское,9eb64ec8-9b97-465c-8c4d-ae667862dd62,55.5791491,38.9208543,43,МО
Лобня,Лобне,67c493d4-d141-407e-868b-dafc289503f3,56.0328745,37.4614671,43,МО
Лосино-Петровский,Лосино-Петровский,96c869d9-51a8-4db6-8011-9fc459c9a78c,55.8714441,38.2005377,43,МО
Луховицы,Луховицы,7c6d9ebf-8b6a-4435-a174-eb8018f7c598,54.9651617,39.0261346,43,МО
Лыткарино,Лыткарином,bba16a72-09e1-4f3f-93af-df5ecab6714b,55.5778065,37.9034952,43,МО
Люберцы,Люберцы,427b4e19-f221-4abc-8904-81f7409c1ce3,55.700416,37.9606496,43,МО
Можайск,Можайск,4f86a11c-4258-4859-a227-a79c9ef400ff,55.5069819,36.0240724,43,МО
Мытищи,Мытищи,5f290be7-14ff-4ccd-8bc8-2871a9ca9d5f,55.9104647,37.7363702,43,МО
Наро-Фоминск,Наро-Фоминске,08c78435-6ed8-4d7f-a7ed-3f73e2fa6359,55.3802749,36.7608038,43,МО
Ногинск,Ногинске,40ae04e3-9a69-44ea-8bd7-6c6f08e1a4ca,55.8686239,38.4621635,43,МО
Одинцово,Одинцовом,6ae8ad9e-aa6c-4849-92d8-8e637059c9b0,55.6789292,37.2636389,43,МО
Орехово-Зуево,Орехово-Зуеве,0f2f2d09-8e7a-4356-bd4d-0b055d802e7b,55.8151729,38.9870711,43,МО
Подольск,Подольске,b22cf685-e391-42c8-aab5-a9aadb9193d4,55.4389588,37.57027,43,МО
Протвино,Протвином,9990bc45-c7c1-407e-bdd2-5526e4f742d2,54.8706614,37.2183307,43,МО
Пушкино,Пушкином,7f22cfa4-34fa-4fa0-bcb0-620cd8402cfa,56.0104548,37.8471438,43,МО
Пущино,Пущином,49579edb-77cd-4967-9ef2-5530c4076067,54.832521,37.6210428,43,МО
Раменское,Раменское,a54506e0-5641-4d8c-b543-7bcce2c9887f,55.549529,38.273015,43,МО
Реутов,Реутове,e0504cf6-4d81-401c-b18b-434457aaaa21,55.758236,37.8619443,43,МО
Рошаль,Рошали,377ca4f0-3268-42b4-bf68-af98c3682503,55.6632504,39.8655434,43,МО
Руза,Рузе,9e6c2327-d7ee-49b1-b36c-0bfc0eb5f145,55.7015302,36.1960043,43,МО
Серпухов,Серпухове,efc02a6a-273b-4a49-aef9-a5606ef8591c,54.9225396,37.4032682,43,МО
Солнечногорск,Солнечногорске,d4dadcfd-355d-4fe9-963d-48ad122a7778,56.2148655,37.0967653,43,МО
Ступино,Ступином,f516f0a9-3882-42fb-ae68-87a433e83e06,54.9238403,38.1186976,43,МО
Талдом,Талдоме,5f2757f9-6cb1-41a6-9610-ee4f73a2f803,56.7308993,37.5276414,43,МО
Фрязино,Фрязином,13696e0e-4c75-49aa-9c83-0a6faf5074ee,55.9590154,38.0409171,43,МО
Химки,Химки,d76255c8-3173-4db5-a39b-badd3ebdf851,55.8886705,37.4304154,43,МО
Хотьково,Хотьковом,6cdcecfe-4d41-426c-bac4-034348f7068b,56.2515725,37.9395225,43,МО
Черноголовка,Черноголовке,70c5b1c8-43ec-471f-b3df-fd6f60557332,56.0100909,38.3792328,43,МО
Чехов,Чехове,7eeb876e-7b67-4ed7-91ec-0588712db96c,55.1507175,37.4532591,43,МО
Электрогорск,Электрогорске,091e36e6-fab6-477b-8b07-9151cbeb9cd5,55.8778573,38.7805239,43,МО
Электросталь,Электростали,e0b171b6-bf2e-4d68-ab05-4d42ab2b375a,55.7847718,38.4446531,43,МО
Электроугли,Электроугли,27fda454-386e-4618-8c08-4e639a0a8bc1,55.7170329,38.2194049,43,МО
Яхрома,Яхроме,4e503ad8-0372-4434-888c-f111ed78040c,56.2889858,37.4831016,43,МО
Озерск,Озерске,8192c863-edbf-4825-8523-0612ae80e5a7,55.7631922,60.7076337,43,МО
Ковров,Коврове,0b4978e2-e64c-4db1-b84d-93cf34bdb04b,56.3553895,41.3169568,44,Мурманская область
Кировск,Кировске,a1535e5e-c151-431a-a4c4-954d4545e37a,59.875371,30.9815205,44,Мурманская область
Апатиты,Апатиты,f0851e80-59d9-400b-b6d5-5f5f623bb29d,67.5678295,33.4067218,44,Мурманская область
Гаджиево,Гаджиеве,b77147ce-b55e-4019-9aca-ed3872b9fbb0,69.2490009,33.3152445,44,Мурманская область
Заполярный,Заполярный,304cb068-e1d1-4947-944f-07c38cd8db6e,69.413232,30.7985332,44,Мурманская область
Кандалакша,Кандалакше,30fa6bcc-608e-40cb-b22a-b202967ff2a6,67.1567298,32.4142303,44,Мурманская область
Кировск,Кировске,f658a2c0-1f7d-4423-9465-e55d3553bf86,67.6150979,33.6637196,44,Мурманская область
Ковдор,Ковдоре,01cc7377-a3a7-4793-9c77-52e3ef66a6ff,67.5661466,30.4742082,44,Мурманская область
Кола,Коле,866ace16-21ff-49c4-af8d-b74ef0e80208,68.8785079,33.0262014,44,Мурманская область
Мончегорск,Мончегорске,177e037d-a06d-4f8a-9333-fd534dd34c5d,67.9385206,32.9358886,44,Мурманская область
Мурманск,Мурманске,b7127184-ead6-422b-b7cf-4fc7725b47a5,69.0076958,33.0686019,44,Мурманская область
Оленегорск,Оленегорске,c5fe1817-5163-4e3b-b06a-36d322c6bf57,68.1422068,33.2670094,44,Мурманская область
Островной,Островной,0a358e8a-d3c4-45e5-b9fc-126092afd6f5,68.0509133,39.5076034,44,Мурманская область
Полярный,Полярный,a4ae6202-6ec6-4bc6-abc5-4ecd6ca96d53,69.1988373,33.4509985,44,Мурманская область
Североморск,Североморске,53e652bc-dd1b-44e1-9ab2-401b04cf3ceb,69.0765029,33.4178354,44,Мурманская область
Снежногорск,Снежногорске,22e4a0a6-68a6-47bc-a08c-11610ec6231a,69.1921469,33.2382821,44,Мурманская область
Гай,Гай,c9a3cd9e-a133-4de9-aafb-a6e0b664312c,51.4649138,58.4436189,44,Мурманская область
Западная Двина,Западная Двине,89a1b73c-6058-49e0-bdba-e7f10c2342dd,56.2568002,32.0805972,44,Мурманская область
Нарьян-Мар,Нарьян-Мар,b0122c31-eb1c-40ae-b998-08f9e99a0fa1,67.6381525,53.0069336,45,Ненецкий АО
Пересвет,Пересвете,ea80b93f-7a37-455e-a42c-33f13ab8bc06,56.4158828,38.1733567,46,Нижегородская область
Сергиев Посад,Сергиеве Посаде,7baaac39-aa31-4712-893d-51ef80124a86,56.3063411,38.1502568,46,Нижегородская область
Арзамас,Арзамасе,7e42f157-87d6-4111-a406-17432e814723,55.3947544,43.8407855,46,Нижегородская область
Балахна,Балахне,275737a6-dee6-493b-82bb-ca5c3c97b24e,56.4949932,43.5758953,46,Нижегородская область
Богородск,Богородске,17962cbc-48c7-43d4-b174-c35485d114e7,56.1019905,43.513678,46,Нижегородская область
Бор,Бор,e736e903-6bc3-450b-b8af-7909213dc9ef,56.3565179,44.0644851,46,Нижегородская область
Ветлуга,Ветлуге,aa1e00f2-a813-4f3d-b74a-9f9d73bfb1ff,57.8558395,45.7762692,46,Нижегородская область
Володарск,Володарске,b92c9e2b-161d-4043-87ef-ed255529f7c6,56.2168974,43.1597623,46,Нижегородская область
Ворсма,Ворсме,cd695c84-0b68-4d4c-8068-76e9bba1228a,55.9900425,43.2719879,46,Нижегородская область
Выкса,Выксе,d89942e8-e06b-46bd-a805-7cec8f77417e,55.3207103,42.1679169,46,Нижегородская область
Горбатов,Горбатове,9e79f812-d4b6-48d6-97c3-aa94c102de3e,56.1307901,43.0626829,46,Нижегородская область
Городец,Городце,a80ea6a8-87f3-4621-89bb-eeb16f56ef94,56.6447459,43.4722975,46,Нижегородская область
Дзержинск,Дзержинске,1d5a97d5-9bdf-44c9-ac42-e201833e7f28,56.2376438,43.4599363,46,Нижегородская область
Заволжье,Заволжье,b1a903c2-9bdf-4a10-8e4b-e34d7b8d7dc3,56.6404237,43.3871565,46,Нижегородская область
Княгинино,Княгинином,b3350a67-b3c0-47b2-afb3-2b308227a89e,55.8205157,45.0322947,46,Нижегородская область
Кстово,Кстовом,8d72434a-977f-418b-80e0-f37ff75d52e4,56.1433353,44.1665081,46,Нижегородская область
Кулебаки,Кулебаки,a963a64c-29cf-4342-bdc7-d998017aa4cd,55.429716,42.512483,46,Нижегородская область
Лукоянов,Лукоянове,edc07c38-090b-4990-9484-af85752c484f,55.0327349,44.4933829,46,Нижегородская область
Лысково,Лысковом,978c4d8c-f724-43b1-aa95-0c1fc49dc6b7,56.0262298,45.0356702,46,Нижегородская область
Навашино,Навашином,87f58ce7-8bad-4b33-9654-907bbd18d36a,55.5439105,42.1887734,46,Нижегородская область
Павлово,Павловом,169a49f5-e0ed-44ae-83f8-653e44685e15,55.9797995,43.0996232,46,Нижегородская область
Первомайск,Первомайск,a72a0367-92a4-4ec3-9aa2-2397039a3d70,54.8676182,43.8012829,46,Нижегородская область
Перевоз,Перевозе,e3ff7ef2-92b6-4ab7-b2ff-4d58cab73dbc,55.596904,44.5450268,46,Нижегородская область
Саров,Сарове,be0210d1-1b58-49c1-8304-eb5ff5618fad,54.9227002,43.3447792,46,Нижегородская область
Сергач,Сергаче,ef4d5a83-c574-48d9-86ec-386f18bec524,55.5200364,45.4813193,46,Нижегородская область
Урень,Урне,0e7e2d6e-7217-4624-857a-67b2300c0952,57.4612547,45.783394,46,Нижегородская область
Чкаловск,Чкаловске,46659847-4fed-4981-bdaf-d260874864ee,56.7651549,43.2420193,46,Нижегородская область
Шахунья,Шахунье,a5d97e2a-acea-44c0-92d1-1f107fc472cd,57.6764773,46.6129673,46,Нижегородская область
Петров Вал,Петрове Вал,02324444-36d6-4af8-a9af-15b77576adea,50.1380355,45.2091455,47,Новгородская область
Боровичи,Боровичи,ae2f372e-7df2-400c-95f9-4b0522567634,58.3839866,33.9176761,47,Новгородская область
Валдай,Валдае,a9075bb6-f2b2-497f-86e1-fe3d9592c075,57.9822906,33.2369492,47,Новгородская область
Окуловка,Окуловке,b9e66b8f-b027-4e77-8466-55ba3be0b42b,58.3908717,33.2902474,47,Новгородская область
Пестово,Пестовом,4ad123c8-0130-4432-9d6c-e64946f2d647,58.5973944,35.8144523,47,Новгородская область
Сольцы,Сольцы,c2f4a34c-80b4-4aea-a45b-d932909cccc0,58.1201693,30.309285,47,Новгородская область
Холм,Холме,b12ce6eb-00e8-4d54-b309-14569350f346,57.1451036,31.1787812,47,Новгородская область
Чудово,Чудовом,a084418b-c41f-4086-9009-0adb7e9117bf,59.1247477,31.6865406,47,Новгородская область
Олекминск,Олекминске,c3aba7f3-caf7-443f-a906-8d79e6ec37f6,60.3758203,120.406013,47,Новгородская область
Барабинск,Барабинске,0133a54d-617a-4682-8885-e22c85588be8,55.3515917,78.3465012,48,Новосибирская область
Бердск,Бердске,fd0191f4-4687-42d9-be64-4ebc7824bd08,54.7582375,83.1072212,48,Новосибирская область
Болотное,Болотном,7e18e6d0-f7e1-4ada-a845-cc7ab5431a1a,55.6693773,84.3906599,48,Новосибирская область
Карасук,Карасуке,23d59dbe-1aed-4564-84da-fe921f9ce294,53.7343772,78.042457,48,Новосибирская область
Каргат,Каргате,f3a2db25-007e-4830-b460-e763ced3a642,55.1943829,80.2831324,48,Новосибирская область
Куйбышев,Куйбышеве,1b70e712-092e-4c45-9984-af3a2c7cfdd7,55.4684104,78.3241042,48,Новосибирская область
Купино,Купином,b1467e32-e362-4e64-b5d7-0d7deba77505,54.3660317,77.2972969,48,Новосибирская область
Новосибирск,Новосибирске,8dea00e3-9aab-4d8e-887c-ef2aaa546456,55.0281016,82.9210575,48,Новосибирская область
Обь,Обь,8571e389-8c43-4c36-afae-b532d078c928,54.9945882,82.6937925,48,Новосибирская область
Татарск,Татарске,17f3169d-63c5-4c04-9395-298333f7e0f4,55.2145894,75.9740805,48,Новосибирская область
Тогучин,Тогучине,579da04d-579c-4ef7-8f84-aa63088be55b,55.2250038,84.4103867,48,Новосибирская область
Черепаново,Черепановом,e849dc37-0f3b-4a66-8f0e-780c75927025,54.2206974,83.3724392,48,Новосибирская область
Чулым,Чулыме,bd136162-7404-4915-b456-239426f78b94,55.0906205,80.9592152,48,Новосибирская область
Называевск,Называевске,db2e2372-fed9-426b-a861-e64e2201f225,55.5688811,71.3502572,49,Омская область
Омск,Омск,140e31da-27bf-4519-9ea0-6185d681d44e,54.9848136,73.3674638,49,Омская область
Тюкалинск,Тюкалинске,10959db6-8297-49eb-93e9-2bb7641898ce,55.8705121,72.1956156,49,Омская область
Буйнакск,Буйнакске,fab58303-fb09-422e-aeb7-6fdb5dfe7941,42.8213799,47.1164452,50,Оренбургская область
