ОфНазвание,Синоним,Внешний идентификатор,Широта,Долгота,id региона,Регион - в другой таблице
Буй,Буй,9180ffd0-7f8d-4fdb-a284-583f27e378eb,58.473445,41.5306746,50,Оренбургская область
Абдулино,Абдулином,5e796fe8-2870-4a24-a14a-5669ca0141e5,53.6778096,53.6473115,50,Оренбургская область
Бугуруслан,Бугуруслане,680f6208-865b-43b4-ab24-1f42f51d2c33,53.6522636,52.4326166,50,Оренбургская область
Бузулук,Бузулуке,653b316e-d0ca-414e-9211-03a96643e91b,52.7881434,52.2623757,50,Оренбургская область
Кувандык,Кувандыке,7644221b-0ef9-40c3-8378-cb0e2299747e,51.4784845,57.3612029,50,Оренбургская область
Медногорск,Медногорске,86204c33-b552-4ebd-a93a-9dc8b274ee9c,51.4039421,57.5832185,50,Оренбургская область
Новотроицк,Новотроицк,5cb431ac-6645-47b2-9716-5fccc9ec1d7f,51.1965071,58.3017455,50,Оренбургская область
Оренбург,Оренбурге,dce97bff-deb2-4fd9-9aec-4f4327bbf89b,51.7875191,55.1017379,50,Оренбургская область
Орск,Орск,71e7cb45-f365-4e6b-b068-a7d35349c3ba,51.2293069,58.4751889,50,Оренбургская область
Сорочинск,Сорочинске,1d9296cc-f534-4e81-9e97-c31d3ef9c25a,52.4265081,53.1542123,50,Оренбургская область
Ясный,Ясный,c30ba5a3-1222-4fde-a8d0-ef2d8494e4c8,51.0369499,59.8743256,50,Оренбургская область
Буденновск,Буденновске,bcca8fda-282d-4a90-9303-7a37a8197242,44.7814437,44.1650859,50,Оренбургская область
Ликино-Дулево,Ликино-Дулеве,4ae832d1-e532-45a2-b8a7-8f29aa0149e9,55.7078531,38.9577103,51,Орловская область
Болхов,Болхове,4393f437-1a48-4083-bed9-ad3382fdad16,53.4440204,36.0076969,51,Орловская область
Дмитровск,Дмитровске,25748825-cbac-4a45-b3d6-4770c3872478,52.5053481,35.141535,51,Орловская область
Ливны,Ливны,aef2c735-2e21-42e5-8638-9667bade6a2b,52.4285122,37.603944,51,Орловская область
Малоархангельск,Малоархангельске,2afa3f40-891a-4640-a1cf-af9a5a6d1eb7,52.4001151,36.5037931,51,Орловская область
Мценск,Мценске,76f2780b-0f1c-4818-98a4-13da5c8a2c80,53.2790021,36.574992,51,Орловская область
Новосиль,Новосиле,5f17239d-7e83-4e7d-afcd-b94e451465c9,52.9747225,37.0438402,51,Орловская область
Орёл,Орёл,2abed4d9-5565-4885-bc96-f4ffccc6cba4,52.9672573,36.0696479,51,Орловская область
Большой Камень,Большом Камне,1315186b-9ae8-4f92-b3a5-1db055c15358,43.1112737,132.3480354,51,Орловская область
Никольск,Никольске,9b602724-8b73-4979-ae01-3ba8a22c93f2,59.5350162,45.4575468,52,Пензенская область
Белинский,Белинский,ea57fb75-444f-4f54-b89e-d66ac91774ba,52.9641169,43.4185003,52,Пензенская область
Городище,Городище,b9d45c36-c679-40bb-8168-7ab78913a2c7,53.2727888,45.702731,52,Пензенская область
Каменка,Каменке,e5313349-e01d-47a2-b329-b1629c243520,53.1855474,44.0468501,52,Пензенская область
Кузнецк,Кузнецке,b4751488-e03d-416c-9cde-af7465256bfa,53.1131686,46.6052497,52,Пензенская область
Никольск,Никольске,6e26041a-db1c-4f41-93f1-f056ab0b70ef,53.7138397,46.079962,52,Пензенская область
Пенза,Пензе,ff3292b1-a1d2-47d4-b35b-ac06b50555cc,53.1753884,45.0347408,52,Пензенская область
Сердобск,Сердобске,20c2c219-f4a8-4d07-93c9-72bd6766c0b6,52.4697532,44.2122688,52,Пензенская область
Спасск,Спасске,d005a0db-1deb-4728-a800-1e423fa804df,53.927163,43.1860475,52,Пензенская область
Сурск,Сурске,d8f506c4-a1e4-4524-b997-8651cb6f0af0,53.0760597,45.6911897,52,Пензенская область
Серов,Серове,591f3e74-079f-42ff-a155-f01c9dc363ae,59.6048651,60.5752136,52,Пензенская область
Березовский,Березовский,ef6bac92-b712-42ba-942b-515b36b9a32c,55.6692853,86.2744636,53,Пермский край
Красноперекопск,Красноперекопск,1df1381d-cef8-4042-a5f8-4c18519d42b0,45.9537956,33.7921523,53,Пермский край
Александровск,Александровске,4f07ade1-1415-44c8-bed9-e851f1ef558d,59.1613773,57.5764851,53,Пермский край
Березники,Березники,4ffcde97-05e9-4a6e-bd51-3a984b41b7bd,59.4079898,56.8040725,53,Пермский край
Верещагино,Верещагином,9bd0970e-7fbb-4a64-a625-af7670526dba,58.0797908,54.6580948,53,Пермский край
Горнозаводск,Горнозаводске,17644b43-80ff-4dea-b823-3b9dbf9e9ef0,58.3743406,58.3230329,53,Пермский край
Гремячинск,Гремячинске,edeaf203-1bc3-4fe1-b3ed-15eb89978783,58.5625603,57.8520073,53,Пермский край
Губаха,Губахе,1dc365d3-60b1-41ea-a3b3-1c599024cf30,58.837024,57.5544441,53,Пермский край
Добрянка,Добрянке,230c2f4d-fd9d-46fc-8bbd-b8de26810790,58.4696353,56.4131294,53,Пермский край
Кизел,Кизеле,cc8b9eb5-bd4e-4472-8314-f889e8a6679c,59.0511764,57.6471214,53,Пермский край
Красновишерск,Красновишерске,f42f49ba-d949-4245-843a-6ec5203d2fcd,60.3902242,57.0537244,53,Пермский край
Краснокамск,Краснокамске,22ac4485-bdf3-422e-b67f-9b3aba46de5e,58.0820946,55.7479797,53,Пермский край
Кудымкар,Кудымкаре,d36590ad-0286-44a2-876d-7732deee4234,59.0168605,54.6573459,53,Пермский край
Кунгур,Кунгуре,73e5113d-949a-4a9e-8e44-6eae9ef93747,57.4283217,56.9437787,53,Пермский край
Лысьва,Лысьве,5d7c95a5-a4d7-4fb4-9774-93e527636a9e,58.0995987,57.8085728,53,Пермский край
Нытва,Нытве,a49957ba-7860-484f-bf7a-abbbe1d76bab,57.9337429,55.3357261,53,Пермский край
Оса,Оса,18e7b084-c83f-40bf-9378-d26628528a19,57.2889992,55.4688982,53,Пермский край
Оханск,Оханске,48159476-c6db-4258-a0bc-f8ee52e7aef6,57.7178946,55.387153,53,Пермский край
Очер,Очере,6a9b1a8a-5da1-470c-a03a-ecbb3cee0ee9,57.8851991,54.7161756,53,Пермский край
Пермь,Перми,a309e4ce-2f36-4106-b1ca-53e0f48a6d95,58.0103211,56.2341778,53,Пермский край
Соликамск,Соликамске,8b698775-fe5e-4fc0-9f0d-272855d82d15,59.6483518,56.7710358,53,Пермский край
Чайковский,Чайковский,06d7a6d6-8f57-4e5a-b698-2bc44c92bb84,56.7780203,54.1478482,53,Пермский край
Чердынь,Чердыни,242133ad-1c0f-43f0-9865-7b5f914a778f,60.4011184,56.4801391,53,Пермский край
Чернушка,Чернушке,c3a35399-c5ea-4f12-bf34-c2cc21e1cc60,56.5161079,56.0763919,53,Пермский край
Чусовой,Чусовом,784b1911-182d-476b-a4ad-0f3fa1ef7777,58.2974725,57.8193122,53,Пермский край
Березовский,Березовский,adf5df2b-2c2e-45a9-b971-05550353cf43,56.9096284,60.8180256,53,Пермский край
Фокино,Фокином,8d7c89e7-d9b9-4d7a-907c-a654b3a4d23d,53.4554552,34.4158537,54,Приморский край
Артемовск,Артемовске,d0d7a2fa-5bdc-4944-8047-75e80e4e883c,54.3472901,93.4356543,54,Приморский край
Арсеньев,Арсеньеве,36e4c7ce-7320-48ee-8320-0587c1e09917,44.16208,133.269622,54,Приморский край
Владивосток,Владивостоке,7b6de6a5-86d0-4735-b11a-499081111af8,43.1163807,131.882348,54,Приморский край
Дальнегорск,Дальнегорске,b2a863e2-37be-4858-b65e-0babc3872052,44.5539909,135.5662536,54,Приморский край
Дальнереченск,Дальнереченске,e6e6c2b1-20cf-47a7-9a4b-39e8a96cc5c8,45.9307882,133.7316542,54,Приморский край
Лесозаводск,Лесозаводске,71b4cdae-5e53-4406-a418-1e8b5c17dc2e,45.4780192,133.4185501,54,Приморский край
Находка,Находке,225a3506-35aa-4456-8bd7-244bdfbc4eaf,42.8240404,132.8927812,54,Приморский край
Партизанск,Партизанске,b62edf86-4257-4e80-ade6-857529bd1b1e,43.1279833,133.1264754,54,Приморский край
Спасск-Дальний,Спасск-Дальний,e55554eb-c571-49d2-bf69-c3c4acf8b10b,44.5900929,132.8157564,54,Приморский край
Уссурийск,Уссурийск,de7335fb-9baa-48eb-927d-0bb299b2e5bc,43.79726,131.9517262,54,Приморский край
Фокино,Фокином,fdb16823-586f-43d2-a1b4-b1c7c7f00bcd,42.9707163,132.4110209,54,Приморский край
Северобайкальск,Северобайкальске,c4ea4370-0720-40a3-9df6-dd8ccf354d15,55.6357165,109.3362606,55,Псковская область
Великий Устюг,Великий Устюге,9db452cb-452a-4373-9610-a265b3b55653,60.7603243,46.3053893,55,Псковская область
Пикалево,Пикалеве,0a243487-acce-4775-979a-5a08e8c62da6,59.5130655,34.1773982,55,Псковская область
Великий Новгород,Великий Новгороде,8d0a05bf-3b8a-43e9-ac26-7ce61d7c4560,58.5214003,31.2755051,55,Псковская область
Гдов,Гдове,cdbe4f8f-1a44-4c99-a3c8-06b501a3ad2e,58.7432585,27.8263328,55,Псковская область
Дно,Дно,31e4b2e4-ae67-43db-82ea-8728cd5a71c7,57.8269802,29.9629569,55,Псковская область
Невель,Невеле,6570fdb6-7602-477e-a783-f186456dabfe,56.0201544,29.9240505,55,Псковская область
Новоржев,Новоржеве,236c48ca-48c9-471f-8891-0b73ea89bc2b,57.0298332,29.343333,55,Псковская область
Новосокольники,Новосокольники,af8fb4a0-5d4e-4e0e-94fc-20021da2f67a,56.3407627,30.1527712,55,Псковская область
Опочка,Опочке,59c2f176-3b63-4086-bc6c-efa246c64a1e,56.7107956,28.6717455,55,Псковская область
Остров,Острове,67d379ab-16ac-40d0-95c0-f5f1cbeb578d,57.3452408,28.3437107,55,Псковская область
Печоры,Печоры,8cb44bcc-4e46-409a-972a-b99a59fcc7e9,57.8146689,27.6222823,55,Псковская область
Порхов,Порхове,c02d55c3-2086-400f-81b7-f1f540f31a87,57.7764223,29.5436424,55,Псковская область
Псков,Пскове,2858811e-448a-482e-9863-e03bf06bb5d4,57.819284,28.3318188,55,Псковская область
Пустошка,Пустошке,28a7a368-16ab-4ffc-9b3e-4a4c3e16bf74,56.3375131,29.3668243,55,Псковская область
Пыталово,Пыталовом,8cfcdc08-f726-4aff-abfa-b20199b32172,57.0637109,27.9234759,55,Псковская область
Себеж,Себеже,749fbd77-ddae-408b-8ad8-154a0a22306a,56.2907663,28.4725735,55,Псковская область
Пугачев,Пугачеве,c1d4d969-0083-4b04-9f4b-e9eaeaefbd6f,52.0158464,48.7972652,55,Псковская область
Севастополь,Севастополе,6fdecb78-893a-4e3f-a5ba-aa062459463b,44.6167334,33.5253552,55,Псковская область
Циолковский,Циолковский,f9ce3255-3f79-4457-919c-d180fa813b6a,51.7624346,128.121972,56,Ростовская область
Новый Оскол,Новый Осколе,f565b329-4041-4fd2-aa0a-debd5f7c3857,50.7635162,37.8774026,56,Ростовская область
Бахчисарай,Бахчисарае,bc8c57aa-1f97-4b2a-98ef-fc16bbb0d6cc,44.751388,33.8750341,56,Ростовская область
Азов,Азове,a216cad5-7027-40b8-b1a1-d64abefbd5cd,47.1120631,39.4232597,56,Ростовская область
Аксай,Аксае,9bebf626-3ee7-4e1b-9e91-569c9d402152,47.2676075,39.8755485,56,Ростовская область
Батайск,Батайск,3809afb6-fdfd-4115-9e55-236abf108c81,47.138321,39.7508382,56,Ростовская область
Волгодонск,Волгодонске,1a453dcd-8885-4999-923b-1bbaa5a1cec4,47.5165181,42.1984531,56,Ростовская область
Гуково,Гуковом,eef55456-4d89-4620-b361-d620221ad3a7,48.0449422,39.9484635,56,Ростовская область
Донецк,Донецке,8eeb1bf2-9de9-46d5-874f-50344ca9128b,48.3350928,39.9460654,56,Ростовская область
Зверево,Звереве,99f4120c-2af0-4c97-afbc-d17fdf350ba6,48.043451,40.1264948,56,Ростовская область
Зерноград,Зернограде,c07d0c34-eadb-4102-bcef-7dd1a3ba27c3,46.8494991,40.312765,56,Ростовская область
Каменск-Шахтинский,Каменск-Шахтинский,76cb0cf6-49a5-4852-b45d-99e4ce12a7ea,48.3204412,40.268874,56,Ростовская область
Константиновск,Константиновске,89de999c-b58a-4d76-94e5-dc6152813b10,47.5773456,41.0967362,56,Ростовская область
Миллерово,Миллеровом,ac927a82-e1dc-4485-b0e0-59f019b8f295,48.925821,40.3983302,56,Ростовская область
Морозовск,Морозовске,933cca52-9ab1-490e-b674-ec3789233e28,48.3511724,41.8308006,56,Ростовская область
Новочеркасск,Новочеркасске,28bafcb3-92b2-445b-9443-a341be73fdb9,47.4119248,40.1042066,56,Ростовская область
Новошахтинск,Новошахтинске,bce1a4f2-7576-4427-8bd8-8d8b4e35ad11,47.7576522,39.9364709,56,Ростовская область
Пролетарск,Пролетарске,efa48912-9bcc-42ac-959d-289e9a75b046,46.7038968,41.7274533,56,Ростовская область
Сальск,Сальске,971ba684-f38b-4229-ba72-0d6fe8e179c4,46.4751689,41.5412229,56,Ростовская область
Семикаракорск,Семикаракорске,29b72146-2e5d-4841-a1c3-ce2c3f47aa35,47.5177981,40.811585,56,Ростовская область
Таганрог,Таганроге,d72c95ed-9fdd-4f27-b94f-898fc3f1177d,47.2094907,38.935154,56,Ростовская область
Цимлянск,Цимлянске,27095e32-973c-4d07-929a-c46f63076ea8,47.6477668,42.093022,56,Ростовская область
Шахты,Шахты,dee2e80e-f2e1-4a68-93b0-b7b89b6f3e74,47.7084247,40.2159154,56,Ростовская область
Минеральные Воды,Минеральные Воды,0be84f75-bbb5-4471-9d0c-dfa932f5df7d,44.2088942,43.1383482,56,Ростовская область
Новый Уренгой,Новый Уренгое,4136d0c1-3ff7-44c0-aa30-fa2e7eb96ef7,66.0840036,76.6810032,56,Ростовская область
Саки,Саки,afb681bd-4264-40ce-a676-cab8b33c7ca0,45.1342889,33.6032508,57,Рязанская область
Касимов,Касимове,5ad034ad-85b5-4106-be01-3d6e8b08cb2c,54.9373788,41.3912912,57,Рязанская область
Кораблино,Кораблином,8ea51b23-4bd6-401a-8e5a-0b3ecaa30081,53.9245422,40.0227867,57,Рязанская область
Михайлов,Михайлове,8afcc513-bb8b-45a9-ac0d-ce8cb43b4c60,54.2296493,39.0090857,57,Рязанская область
Новомичуринск,Новомичуринске,dc0c31cd-e03e-4fc3-a714-1c9f4b61cc7e,54.0377979,39.7467023,57,Рязанская область
Рыбное,Рыбном,91d71d8c-2f1a-43c8-bc84-d78dc4245a1b,54.7255937,39.513438,57,Рязанская область
Ряжск,Ряжске,5fdbcd60-a39f-4e15-94ea-ea2c7faba0ce,53.7067718,40.0521358,57,Рязанская область
Рязань,Рязани,86e5bae4-ef58-4031-b34f-5e9ff914cd55,54.625457,39.7359992,57,Рязанская область
Сасово,Сасовом,23c99789-de53-408e-b38d-09c5539cce2f,54.350807,41.9117458,57,Рязанская область
Скопин,Скопине,1ab7c980-83c4-46c6-b6bf-fc0d6b64b56a,53.8236028,39.5493286,57,Рязанская область
Спас-Клепики,Спас-Клепики,3d67fdec-69f3-461a-bdbc-7455cb849545,55.1291472,40.1745036,57,Рязанская область
Спасск-Рязанский,Спасск-Рязанский,94484f92-28a1-4880-a723-0af2f4fce2ca,54.4071497,40.3764367,57,Рязанская область
Шацк,Шацке,04b8181c-124d-495d-b8ef-825518186df9,54.0288845,41.7182108,57,Рязанская область
Кинель,Кинеле,8ca7cbe5-a14b-416a-974a-dfa56e7f396a,53.2209985,50.6343039,58,Самарская область
Нефтегорск,Нефтегорске,43406101-21a4-4a07-ac5a-0a686f9e8d1c,52.797259,51.1637126,58,Самарская область
Новокуйбышевск,Новокуйбышевске,cda74a83-ae08-4ba2-b01c-c6fc373222cb,53.0995303,49.9477662,58,Самарская область
Октябрьск,Октябрьске,b9a43610-5c01-4ba8-8de7-95facc7e460d,53.1640886,48.6707463,58,Самарская область
Отрадный,Отрадный,05edd5aa-ab64-4afa-b56c-fd5661a14129,53.3800609,51.3438695,58,Самарская область
Похвистнево,Похвистневе,ddb9cec8-ee07-4788-b80d-39535aea78f9,53.6498197,52.1235517,58,Самарская область
Самара,Самаре,bb035cc3-1dc2-4627-9d25-a1bf2d4b936b,53.1951657,50.1067691,58,Самарская область
Сызрань,Сызрани,e9e684ce-7d60-4480-ba14-ca6da658188b,53.1557213,48.4745419,58,Самарская область
Тольятти,Тольятти,242e87c1-584d-4360-8c4c-aae2fe90048e,53.5206438,49.389461,58,Самарская область
Чапаевск,Чапаевске,90a11c8e-c39f-4bcd-9df4-f89bed18958c,52.9289662,49.8674222,58,Самарская область
Санкт-Петербург,Санкт-Петербурге,c2deb16a-0330-4f05-821f-1d09c93331e6,59.939125,30.3158225,59,Санкт-Петербург
Красноармейск,Красноармейск,bc5d23ce-e886-4dc7-976c-6b8be6d501d2,51.0268595,45.7011086,60,Саратовская область
Аркадак,Аркадаке,9b58edf4-1ee2-43e0-9df9-d93d48a66ad1,51.9387813,43.4997558,60,Саратовская область
Аткарск,Аткарске,6f9e3e0b-3872-4abf-a2ba-23ae4b196a73,51.8736331,45.0003199,60,Саратовская область
Балаково,Балаковом,45eea4e7-2977-44bb-9b3d-ef8e9198e5d2,52.0222694,47.7828146,60,Саратовская область
Балашов,Балашове,574ddbe6-5e16-4e5b-9cf5-5f3be3a8a6c9,51.5389502,43.1839828,60,Саратовская область
Вольск,Вольске,83f29047-8dd9-411d-ac4b-c5811ea815f1,52.0459932,47.3873504,60,Саратовская область
Ершов,Ершове,2f0ecdcb-c844-4de9-80cc-6d19795ccb3a,51.3508407,48.2763313,60,Саратовская область
Калининск,Калининске,634cee3a-db47-4b0f-9b90-8be1d5965db5,51.4992917,44.4710177,60,Саратовская область
Красноармейск,Красноармейск,64954753-8e36-4948-9372-af3a08e88d57,51.0236026,45.695141,60,Саратовская область
Маркс,Марксе,c1a0ca30-8b42-4cc8-a16d-2d3392937621,51.7133973,46.7400684,60,Саратовская область
Новоузенск,Новоузенске,2d06120f-ba70-4866-b46e-ec2bad9c4f42,50.4551744,48.1412622,60,Саратовская область
Петровск,Петровске,b5d97e65-e496-44d0-b025-398a8d43514a,52.3093782,45.3851649,60,Саратовская область
Ртищево,Ртищеве,d08bbea8-4fa3-4597-87ae-0bd79b4a89d2,52.2616298,43.7842399,60,Саратовская область
Саратов,Саратове,bf465fda-7834-47d5-986b-ccdb584a85a6,51.530376,45.9530257,60,Саратовская область
Хвалынск,Хвалынске,ac586a68-2f14-403e-9ce0-46c01832652d,52.4950057,48.1045147,60,Саратовская область
Шиханы,Шиханы,6c6b065e-9f1c-4afd-ac61-ff8338972818,52.1148241,47.2022928,60,Саратовская область
Энгельс,Энгельсе,c58d0505-54eb-4c34-8216-b14f7cdb0ecb,51.4854893,46.1267479,60,Саратовская область
Домодедово,Домодедовом,d177d438-ea69-4169-854c-d4512d7c8ebe,55.4363901,37.7666263,61,Сахалин
Александровск-Сахалинский,Александровск-Сахалинский,b56de39f-87a4-4c5c-a2b1-9ccb64039774,50.8973664,142.1579322,61,Сахалин
Анива,Аниве,7e2a1112-2976-44b8-94a1-c0af2bad7d38,46.7132526,142.5265052,61,Сахалин
Долинск,Долинске,d1e3874e-1b89-4000-b63e-2a0428adbcd8,47.3255903,142.7945985,61,Сахалин
Корсаков,Корсакове,ba09681d-27a6-4784-8369-fa13da3057bf,46.6323995,142.7994094,61,Сахалин
Курильск,Курильске,1e3fbbb8-0c90-4a49-a012-9d5813f4f032,45.2271915,147.8796713,61,Сахалин
Макаров,Макарове,eeb17cd3-ea24-4d58-bd46-ad6c333d3de7,48.6236287,142.7803508,61,Сахалин
Невельск,Невельске,2bdeaf4a-cbcc-497f-b558-3efc68434d76,46.6527314,141.8631741,61,Сахалин
Оха,Оха,273e561f-aa3b-4057-9225-862563c93287,53.5868238,142.941221,61,Сахалин
Поронайск,Поронайск,10e40296-e5b1-4688-83d5-838eac25ae72,49.2387983,143.1007104,61,Сахалин
Томари,Томари,06eb791a-25e9-4b8e-aaba-4a845b7394db,47.7619957,142.061508,61,Сахалин
Углегорск,Углегорске,c3da66fb-eb91-47c6-934c-b98ed003c82e,49.0816311,142.0693033,61,Сахалин
Холмск,Холмске,0d5fd8b6-9e5e-44e1-a341-fff1c3c9e1e0,47.0408637,142.0416619,61,Сахалин
Южно-Сахалинск,Южно-Сахалинске,44388ad0-06aa-49b0-bbf9-1704629d1d68,46.959133,142.7381252,61,Сахалин
Новохоперск,Новохоперске,43fe280f-6fa3-4a06-8daf-94586e2bea44,51.0953461,41.6173714,62,Свердловская область
Нижний Новгород,Нижний Новгороде,555e7d61-d9a7-4ba6-9770-6caa8198c483,56.3242093,44.0053948,62,Свердловская область
Заречный,Заречный,ff38fc0c-d739-4627-a2f4-58af8f3d9d42,53.1961009,45.1691502,62,Свердловская область
Нижний Ломов,Нижний Ломове,f852d3a4-5d39-4a1b-be4a-f20ca9c4e60c,53.5301274,43.6729216,62,Свердловская область
Алапаевск,Алапаевске,a4ab722e-453a-4aed-bb73-728a05e2e27f,57.8475542,61.6693934,62,Свердловская область
Асбест,Асбесте,f5fb13f3-c7d2-4075-821b-9cca03f1ae12,57.0052428,61.4581071,62,Свердловская область
Богданович,Богдановиче,0c5ca223-c100-4d91-b89b-33a59ba2dc69,56.7764419,62.0463692,62,Свердловская область
Верхотурье,Верхотурье,6a688b13-5231-4d5e-b5eb-ee14da03ac10,58.8621145,60.8104543,62,Свердловская область
Волчанск,Волчанске,68edcd30-0b57-4699-a196-343b80d23223,59.9350515,60.0797964,62,Свердловская область
Дегтярск,Дегтярске,079bd9a9-7a84-4e6e-8a69-e73433e51e41,56.7048199,60.0792227,62,Свердловская область
Екатеринбург,Екатеринбурге,2763c110-cb8b-416a-9dac-ad28a55b4402,56.8386326,60.6054887,62,Свердловская область
Заречный,Заречный,8018ae42-55a5-4297-a126-b482aee0b634,56.8103345,61.3380592,62,Свердловская область
Ивдель,Ивделе,c32d06c4-cca2-42f4-a3b3-b2fee48b9585,60.6944353,60.4244661,62,Свердловская область
Каменск-Уральский,Каменск-Уральский,ecc16584-9814-44d7-a0f3-c79601caa734,56.4149095,61.9189837,62,Свердловская область
Камышлов,Камышлове,ac2abd40-bb9b-41df-abd8-a319afd88f00,56.8465469,62.7120432,62,Свердловская область
Карпинск,Карпинске,a695f868-8b1d-412a-b011-3e1eb265aad5,59.7664444,60.0011798,62,Свердловская область
Качканар,Качканаре,c6d37528-b353-43eb-81d8-64a4fd1612f5,58.7051759,59.4840198,62,Свердловская область
Кировград,Кировграде,dd3f07bd-0109-47e0-8a0a-64928436beed,57.4298451,60.0623588,62,Свердловская область
Краснотурьинск,Краснотурьинске,59b1c816-7f98-4707-b5e2-c6193fff8923,59.7636934,60.1934451,62,Свердловская область
Красноуральск,Красноуральске,3c6a6e0c-29d7-409b-9d2a-135994cf5e97,58.3486334,60.0409011,62,Свердловская область
Красноуфимск,Красноуфимске,ddb355ab-7c2a-4f86-b388-6afbd81a7e73,56.6122864,57.7636958,62,Свердловская область
Кушва,Кушве,c2b7db39-9ef3-4d9d-a109-a3870b583d45,58.2825406,59.7646113,62,Свердловская область
Невьянск,Невьянске,aedb1d40-4877-49c6-8bcb-e2ec6b6cb410,57.491233,60.2181839,62,Свердловская область
Нижний Тагил,Нижний Тагиле,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,57.9101038,59.9813242,62,Свердловская область
Нижняя Салда,Нижней Салде,b4326e03-bab5-4188-a8c1-97d69858c514,58.0749243,60.7026555,62,Свердловская область
Нижняя Тура,Нижней Туре,5591594f-f2a4-49b0-a3bc-22307f192c4e,58.6310942,59.8521265,62,Свердловская область
Новоуральск,Новоуральске,22fbcef5-5cab-4ef2-9cb5-fddd1479bc8e,57.2471507,60.095701,62,Свердловская область
Первоуральск,Первоуральске,45bad628-61b7-4445-b62a-fa4c7bc71ccd,56.9081665,59.9429205,62,Свердловская область
Полевской,Полевской,2a3b4b10-7035-4af5-9bbd-409c42b51eb7,56.4958085,60.2366314,62,Свердловская область
Ревда,Ревде,b1a4b393-ac99-4447-a11d-c3b454fa3d8e,56.79869,59.9071464,62,Свердловская область
Реж,Реж,e40dd081-584b-435c-b8ed-d44ab7854729,57.3717914,61.3833223,62,Свердловская область
Североуральск,Североуральске,862dddf0-0479-4ffb-bc2c-ee83d598e855,60.1533333,59.9525274,62,Свердловская область
Среднеуральск,Среднеуральске,7c470adb-7d3d-42a1-9190-8f3fd05f710d,56.991883,60.4771953,62,Свердловская область
Сысерть,Сысерти,93fdb310-5e08-43ee-aabe-42e39a950928,56.50052,60.8190708,62,Свердловская область
Тавда,Тавде,e3d340e7-15af-436c-a0f0-abfaf2108fca,58.0434196,65.2743232,62,Свердловская область
Талица,Талица,12a6ddb3-4f9e-44bf-9e24-77eb72cae2ed,57.0123359,63.7322467,62,Свердловская область
Туринск,Туринске,45a7312f-5c8b-46d9-b7ff-46d0efa63366,58.0394258,63.698142,62,Свердловская область
Сычевка,Сычевке,b3522b83-3f83-4145-892f-5767415d82d3,55.8307397,34.277868,62,Свердловская область
Алагир,Алагире,e6dcf985-09c1-4ede-ba3d-de714f0a5787,43.0416151,44.2198622,63,Северная Осетия
Ардон,Ардоне,fc26547e-11ce-464b-b4f2-96b37df6f23f,43.1756719,44.2955701,63,Северная Осетия
Беслан,Беслане,cbf3eb9d-f86c-4dbb-ba9e-f9f6521b096f,43.1937634,44.5338746,63,Северная Осетия
Владикавказ,Владикавказе,20ea2341-4f49-4c5c-a9dc-a54688c8cc61,43.0205039,44.6819383,63,Северная Осетия
Дигора,Дигоре,aa883f13-ea3c-4b7f-9f3c-309a2b38db04,43.1567386,44.1551132,63,Северная Осетия
Моздок,Моздоке,654ce513-3c99-414d-88b8-846097cc9ae3,43.7471209,44.6571456,63,Северная Осетия
Вятские Поляны,Вятские Поляны,7ad714c1-1136-4c39-84c1-17e15dbc5aab,56.2286058,51.0614666,64,Смоленская область
Джанкой,Джанкой,84a2685c-0d4b-4d2c-829c-e4a1d5f89620,45.7092436,34.388332,64,Смоленская область
Великие Луки,Великие Луки,ca091eae-2c39-4730-b57d-b2fa570f71cb,56.3321847,30.550757,64,Смоленская область
Велиж,Велиже,7e0ce062-6798-4091-9b28-d1c30d369a36,55.6058845,31.1857376,64,Смоленская область
Вязьма,Вязьме,d2fa2230-a9f4-4b75-b21e-059026dd6ce5,55.2115563,34.2951196,64,Смоленская область
Демидов,Демидове,ab27d164-4b35-48ca-95ba-66abb8977a76,55.2682611,31.5062078,64,Смоленская область
Десногорск,Десногорске,5e2b3d5b-cd14-4116-8837-8878b5ccc057,54.1465117,33.2834063,64,Смоленская область
Дорогобуж,Дорогобуже,1c5ce84f-3f65-4b10-ac4d-2b44144cc234,54.9137794,33.3024596,64,Смоленская область
Духовщина,Духовщине,ccb8ae0f-9d62-4dec-9ab0-0bbb34cb9def,55.1950509,32.4012351,64,Смоленская область
Ельня,Ельне,c1e4a479-76a2-4db4-9d24-835d659340a3,54.5836832,33.1749566,64,Смоленская область
Починок,Починоке,323e5d97-d4d9-49b3-91ad-335b165a052a,54.4063031,32.4397914,64,Смоленская область
Рославль,Рославле,2cbbc92b-0657-4d26-addb-0b2ebaf0c397,53.9449601,32.8479617,64,Смоленская область
Рудня,Рудне,d0f2d596-2e23-4072-b6c2-7adbb6c77d4b,54.9441357,31.0794758,64,Смоленская область
Сафоново,Сафоновом,91fa6249-0711-454a-bf0d-341629234858,55.1199868,33.233799,64,Смоленская область
Смоленск,Смоленске,d414a2e8-9e1e-48c1-94a4-7308d5608177,54.7867168,31.8153366,64,Смоленская область
Ярцево,Ярцеве,84588847-9e01-42c0-86cc-5ee2c819aeaf,55.0564933,32.6902457,64,Смоленская область
Старая Купавна,Старая Купавне,d49d936b-188f-4186-b2db-47e4b36682d6,55.8038411,38.1426144,65,Ставропольский край
